"","X","Company","TypeName","Inches","ScreenResolution","Cpu","Ram..GB.","Memory","Gpu","OpSys","Weight.KG.","Price","Price_in_USD"
"285",1226,"Dell","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.29,78694.56,1023.02928
"286",294,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",2.05,39373.92,511.86096
"287",52,"HP","Notebook",15.6,"Full HD 1920x1080","AMD A6-Series 9220 2.5GHz",4,"256GB SSD","AMD Radeon R4 Graphics","Windows 10",1.86,21231.5472,276.0101136
"288",148,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.9,108105.12,1405.36656
"289",1051,"HP","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","Nvidia GeForce 940MX","Windows 10",1.91,52161.12,678.09456
"290",610,"Lenovo","Notebook",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Xeon E3-1535M v6 3.1GHz",32,"1TB SSD","Nvidia Quadro M2200M","Windows 10",2.5,261018.72,3393.24336
"291",372,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","AMD Ryzen 1700 3GHz",16,"256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows 10",3.25,117162.72,1523.11536
"292",622,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"1TB HDD","AMD Radeon 530","Windows 10",2.2,41345.28,537.48864
"293",285,"Acer","Notebook",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"1TB HDD","Intel HD Graphics 620","Windows 10",2.15,35111.52,456.44976
"294",757,"HP","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"256GB SSD","Nvidia Quadro M1000M","Windows 7",2.59,83170.08,1081.21104
"295",1068,"Dell","Gaming",15.6,"4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",3.21,70809.12,920.51856
"296",919,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.2,59668.8048,775.6944624
"297",943,"Toshiba","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",2.2,59620.32,775.06416
"298",686,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","AMD Radeon 520","Windows 10",1.86,32639.8608,424.3181904
"299",1113,"HP","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"512GB SSD","Intel HD Graphics 520","Windows 10",1.16,104908.32,1363.80816
"300",520,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",3.2,74538.72,969.00336
"301",238,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",32,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10",4.7,207259.2,2694.3696
"302",1131,"Lenovo","2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6600U 2.6GHz",8,"512GB SSD","Nvidia Quadro M500M","Windows 7",1.8,109244.2464,1420.1752032
"303",607,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",6,"1TB HDD","Intel HD Graphics 620","Windows 10",2.4,30049.92,390.64896
"304",888,"Acer","Netbook",11.6,"IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"32GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.25,15824.16,205.71408
"305",290,"Acer","Notebook",15.6,"1366x768","Intel Celeron Dual Core 3205U 1.5GHz",2,"16GB SSD","Intel HD Graphics","Chrome OS",2.19,10602.72,137.83536
"306",13,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"256GB SSD","AMD Radeon R5 M430","Windows 10",2.2,26581.392,345.558096
"307",957,"HP","2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"256GB SSD","Intel HD Graphics 505","Windows 10",1.45,41292,536.796
"308",280,"Lenovo","Notebook",17.3,"1600x900","Intel Core i7 7500U 2.7GHz",6,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10",2.8,45767.52,594.97776
"309",380,"HP","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",3.35,63456.48,824.93424
"310",1112,"Lenovo","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.0GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",2.1,22857.12,297.14256
"311",271,"Asus","Gaming",17.3,"Full HD 1920x1080","AMD Ryzen 1700 3GHz",16,"256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows 10",3.2,82530.72,1072.89936
"312",208,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.2,77202.72,1003.63536
"313",399,"Lenovo","Ultrabook",14,"IPS Panel 2560x1440","Intel Core i7 7500U 2.7GHz",16,"1TB SSD","Intel HD Graphics 620","Windows 10",1.13,139860,1818.18
"314",564,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.5,44701.92,581.12496
"315",460,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"1TB HDD","Nvidia GeForce 940MX","Windows 10",2.23,28984.32,376.79616
"316",92,"HP","Notebook",13.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.49,63776.16,829.09008
"317",1015,"Toshiba","Notebook",13.3,"1366x768","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.5,64468.8,838.0944
"318",1195,"HP","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.21,70702.56,919.13328
"319",508,"HP","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.34,70489.44,916.36272
"320",657,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10",2.2,60472.8,786.1464
"321",972,"Dell","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",32,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.42,149184,1939.392
"322",220,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","AMD Radeon 520","Linux",2.2,36089.208,469.159704
"323",650,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32,"512GB SSD","Nvidia GeForce GTX 1080","Windows 10",3.8,149130.72,1938.69936
"324",1145,"HP","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"256GB SSD","Nvidia Quadro M1000M","Windows 7",2,101178.72,1315.32336
"325",1256,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",4,101232,1316.016
"326",421,"Chuwi","Notebook",12.3,"IPS Panel Retina Display 2736x1824","Intel Celeron Quad Core N3450 1.1GHz",6,"64GB Flash Storage","Intel HD Graphics 500","Windows 10",1.4,23922.72,310.99536
"327",39,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",2.1,46833.12,608.83056
"328",1223,"Dell","Ultrabook",12.5,"Full HD / Touchscreen 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",1.26,91288.3536,1186.7485968
"329",384,"Asus","Ultrabook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.1,93181.392,1211.358096
"330",69,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"1TB HDD","Nvidia GeForce GTX 1050 Ti","Linux",3,50562.72,657.31536
"331",378,"Asus","Notebook",14,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage","Intel HD Graphics 500","Windows 10",1.5,15238.08,198.09504
"332",1041,"Vero","Notebook",14,"1366x768","Intel Atom X5-Z8350 1.44GHz",2,"32GB Flash Storage","Intel HD Graphics 400","Windows 10",1.45,11231.424,146.008512
"333",1075,"Lenovo","Notebook",17.3,"1600x900","Intel Core i5 6200U 2.3GHz",8,"1.0TB HDD","AMD Radeon R5 M330","Windows 10",3,35111.52,456.44976
"334",789,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.62,52480.8,682.2504
"335",1287,"HP","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz",6,"1TB HDD","AMD Radeon R5 M330","Windows 10",2.19,40705.92,529.17696
"336",784,"Lenovo","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.7,122490.72,1592.37936
"337",320,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.48,68837.76,894.89088
"338",816,"Razer","Ultrabook",12.5,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7500U 2.5GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.29,95850.72,1246.05936
"339",899,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"500GB HDD","Intel HD Graphics 620","Windows 10",1.9,49816.8,647.6184
"340",659,"Dell","Gaming",17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",32,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.42,167691.8736,2179.9943568
"341",824,"Lenovo","Ultrabook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB Flash Storage","Intel HD Graphics 620","Windows 10",1.13,99900,1298.7
"342",965,"Dell","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.0GHz",4,"1TB HDD","AMD Radeon R5 M430","Linux",2.25,24808.2336,322.5070368
"343",969,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",6,"256GB SSD","Nvidia GeForce 920MX","Windows 10",2.4,37029.6,481.3848
"344",78,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4,"1TB HDD","Nvidia GeForce MX130","Windows 10",2.2,28238.4,367.0992
"345",667,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","AMD Radeon 530","Windows 10",2.1,39693.6,516.0168
"346",516,"HP","Notebook",15.6,"Touchscreen 1366x768","Intel Core i5 8250U 1.6GHz",4,"1TB HDD","Intel UHD Graphics 620","Windows 10",2.04,27783.9216,361.1909808
"347",1164,"HP","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","No OS",2.1,25414.0272,330.3823536
"348",986,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.04,42943.68,558.26784
"349",376,"Lenovo","Netbook",11.6,"IPS Panel 1366x768","Intel Celeron Quad Core N3450 1.1GHz",4,"128GB SSD","Intel HD Graphics 500","Windows 10",1.59,29463.84,383.02992
"350",547,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"1TB HDD","Intel HD Graphics 520","No OS",2.15,24634.008,320.242104
"351",618,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.94,120831.5808,1570.8105504
"352",760,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.5,55837.44,725.88672
"353",130,"Dell","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","AMD Radeon R7 M445","Windows 10",2.36,34045.3872,442.5900336
"354",489,"Asus","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",0.91,103896,1350.648
"355",684,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.19,79866.72,1038.26736
"356",1207,"Lenovo","Notebook",15.6,"1366x768","AMD E-Series 9000 2.2GHz",4,"500GB HDD","AMD Radeon R2 Graphics","Windows 10",2.2,15930.72,207.09936
"357",1248,"Lenovo","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","No OS",2.3,30529.44,396.88272
"358",1008,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",1.64,55904.5728,726.7594464
"359",46,"Lenovo","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"128GB SSD","Intel HD Graphics 520","No OS",2.2,19660.32,255.58416
"360",415,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","AMD Radeon R5 M430","Linux",2.3,31909.392,414.822096
"361",70,"Microsoft","Ultrabook",13.5,"Touchscreen 2256x1504","Intel Core i5 7200U 2.5GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10 S",1.252,58021.92,754.28496
"362",184,"Xiaomi","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Nvidia GeForce MX150","No OS",1.95,63882.72,830.47536
"363",890,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",1.95,67399.2,876.1896
"364",1118,"Toshiba","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.05,118601.28,1541.81664
"365",568,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz",4,"500GB HDD","Intel HD Graphics 505","Windows 10",2.2,18328.32,238.26816
"366",839,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB HDD","Intel HD Graphics 620","Windows 10",2.3,31435.2,408.6576
"367",831,"Lenovo","Ultrabook",14,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz",16,"512GB SSD","Intel HD Graphics 520","Windows 10",1.1,111834.72,1453.85136
"368",1138,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",3.78,127818.72,1661.64336
"369",1225,"Asus","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3710 1.6GHz",4,"1TB HDD","Intel HD Graphics 405","Windows 10",2.65,16463.52,214.02576
"370",614,"Dell","Notebook",15.6,"1366x768","Intel Core i5 7300U 2.6GHz",4,"500GB HDD","Intel HD Graphics 620","Linux",1.93,46300.32,601.90416
"371",346,"HP","Notebook",14,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",2,"32GB Flash Storage","Intel HD Graphics 400","Windows 10",1.44,14865.12,193.24656
"372",411,"Lenovo","Ultrabook",14,"IPS Panel Full HD 2560x1440","Intel Core i7 7700HQ 2.8GHz",8,"512GB SSD","Nvidia GeForce GT 940MX","Windows 10",1.7,103523.04,1345.79952
"373",1233,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.7,85141.44,1106.83872
"374",910,"Dell","Notebook",14,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.6,64202.4,834.6312
"375",210,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","Linux",2.4,41505.12,539.56656
"376",1123,"Dell","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Linux",2.09,27899.0064,362.6870832
"377",173,"Toshiba","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2,26053.92,338.70096
"378",759,"Acer","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",2.1,31914.72,414.89136
"379",145,"Asus","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.25,58554.72,761.21136
"380",427,"Dell","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8,"256GB SSD","Intel HD Graphics 620","Linux",1.6,58554.72,761.21136
"381",1095,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 950M","Windows 10",2.4,42570.72,553.41936
"382",826,"Asus","2 in 1 Convertible",13.3,"Touchscreen / Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.1,72354.24,940.60512
"383",310,"Lenovo","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.1,53226.72,691.94736
"384",1097,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"256GB SSD","Nvidia GeForce GTX 965M","Windows 10",2.6,85194.72,1107.53136
"385",825,"Toshiba","Notebook",14,"1366x768","Intel Pentium Dual Core 4405U 2.1GHz",4,"128GB SSD","Intel HD Graphics 510","Windows 10",1.75,26586.72,345.62736
"386",917,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.7,85194.72,1107.53136
"387",637,"Lenovo","Notebook",14,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",2,"32GB Flash Storage","Intel HD Graphics 400","Windows 10",1.42,13266.72,172.46736
"388",881,"HP","2 in 1 Convertible",15.6,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.3,36486.144,474.319872
"389",665,"Toshiba","Notebook",15.6,"1366x768","Intel Core i3 6100U 2.1GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",2.1,26533.44,344.93472
"390",681,"Asus","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"128GB SSD","Intel HD Graphics 500","Windows 10",1.86,22324.32,290.21616
"391",450,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"128GB SSD","Intel HD Graphics 620","Windows 10",1.91,31381.92,407.96496
"392",273,"Lenovo","2 in 1 Convertible",14,"Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz",16,"512GB SSD","Intel HD Graphics 520","Windows 10",1.36,133146.72,1730.90736
"393",354,"Toshiba","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16,"512GB SSD","Nvidia GeForce 930M","Windows 10",2.4,74751.84,971.77392
"394",799,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",8,"256GB SSD","AMD Radeon R5 M420X","Windows 10",2,39373.92,511.86096
"395",1055,"HP","Notebook",15.6,"1366x768","Intel Core i3 6100U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.31,37570.392,488.415096
"396",276,"Dell","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD","AMD Radeon 530","Linux",2.8,58554.72,761.21136
"397",350,"Dell","Notebook",15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.06,108020.9376,1404.2721888
"398",1091,"HP","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"1TB HDD","Intel HD Graphics 520","No OS",1.86,18434.3472,239.6465136
"399",296,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD","Nvidia GeForce GTX 1050 Ti","Linux",2.5,52161.12,678.09456
"400",673,"Lenovo","Notebook",15.6,"1366x768","AMD E-Series E2-9000 2.2GHz",4,"128GB SSD","AMD Radeon R2 Graphics","Windows 10",2.2,18594.72,241.73136
"401",1054,"Dell","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16,"1TB SSD","Intel HD Graphics 620","Windows 10",1.2,120093.12,1561.21056
"402",627,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"128GB SSD","Intel HD Graphics 620","No OS",2.2,24935.04,324.15552
"403",181,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.23,74538.72,969.00336
"404",988,"Dell","Notebook",15.6,"1366x768","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","AMD Radeon R7 M445","Windows 10",2.36,39906.72,518.78736
"405",99,"HP","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.62,66546.72,865.10736
"406",355,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  2TB HDD","AMD Radeon 530","Windows 10",2.02,51729.552,672.484176
"407",286,"Lenovo","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 630","Windows 10",1.95,58448.16,759.82608
"408",922,"HP","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.39,61218.72,795.84336
"409",1096,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","AMD Radeon R7 M445","Windows 10",2.36,34035.264,442.458432
"410",1230,"Lenovo","Netbook",12.5,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.50GHz",16,"512GB SSD","Intel HD Graphics 520","Windows 10",1.3,87912,1142.856
"411",794,"Apple","Ultrabook",12,"IPS Panel Retina Display 2304x1440","Intel Core M 1.2GHz",8,"512GB Flash Storage","Intel HD Graphics 5300","Mac OS X",0.92,62071.2,806.9256
"412",428,"HP","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",3.35,106506.72,1384.58736
"413",138,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD","Nvidia GeForce 920MX","No OS",2.2,26586.72,345.62736
"414",459,"HP","Notebook",17.3,"1600x900","Intel Core i3 6006U 2GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",2.5,34093.872,443.220336
"415",954,"Lenovo","Ultrabook",14,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.7,79333.3872,1031.3340336
"416",1182,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Nvidia GeForce GT 940MX","Linux",1.98,47686.1328,619.9197264
"417",1085,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 7",1.54,54931.1472,714.1049136
"418",122,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 940MX","No OS",2.2,33513.12,435.67056
"419",543,"Acer","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","Linux",2.4,42517.44,552.72672
"420",359,"Dell","Notebook",14,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.36,76030.56,988.39728
"421",875,"Dell","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.6,90043.2,1170.5616
"422",984,"Toshiba","Notebook",14,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",1.75,48751.2,633.7656
"423",196,"Razer","Gaming",17.3,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz",32,"1TB SSD","Nvidia GeForce GTX 1080","Windows 10",3.49,324954.72,4224.41136
"424",166,"Acer","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD","Intel HD Graphics 505","Windows 10",2.1,19367.8128,251.7815664
"425",83,"Lenovo","Notebook",15.6,"Full HD 1920x1080","AMD A6-Series 9220 2.5GHz",4,"128GB SSD","AMD R4 Graphics","Windows 10",2.2,21258.72,276.36336
"426",458,"Microsoft","Ultrabook",13.5,"Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz",8,"256GB SSD","Intel Iris Plus Graphics 640","Windows 10 S",1.25,95850.72,1246.05936
"427",527,"Lenovo","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",8,"2TB HDD","Nvidia GeForce 920MX","No OS",2.2,24455.52,317.92176
